title,genres,year
Tyler Perry'S I Can Do Bad All By Myself,Comedy/Drama,2009
Mr. Robinson Crusoe,Adventure/Comedy,1932
"Wreck Of The Mary Deare, The",Drama/Thriller,1959
"Food, Inc.",Documentary,2008
Beeswax,Comedy/Drama,2009
Attack Of The 50 Foot Woman,Comedy/Sci-Fi,1958
Love Happens,Comedy/Drama,2009
Bright Star,Drama/Romance,2009
Split Second,Film-Noir/Thriller,1953
A Good Man,Crime/Drama,2009
Scandal Sheet,Crime/Drama,1952
I Want You,Crime/Drama,1998
"Confiance Règne, La",Comedy,2004
Hellraiser: Deader,Horror,2005
Hellraiser: Hellworld,Horror,2005
Paranormal Activity,Horror/Thriller,2009
Lake City,Drama,2008
"Forever, Darling",Comedy/Fantasy,1956
"Not Quite Hollywood: The Wild, Untold Story Of Ozploitation!",Documentary,2008
3 Ring Circus,Comedy,1954
"3 Worlds Of Gulliver, The",Adventure/Fantasy,1960
Angel,Comedy/Drama,1937
Hellzapoppin',Comedy/Musical,1941
Ballast,Drama,2008
World'S Greatest Dad,Comedy/Drama,2009
"Plaisir, Le",Comedy/Drama,1952
Xala,Comedy,1975
Capitalism: A Love Story,Documentary,2009
The Five Man Army,Western,1969
Wanted,Action/Romance,2009
"Cove, The",Documentary,2009
"Serious Man, A",Comedy/Drama,2009
City Island,Comedy/Drama,2009
Ink,Action/Fantasy,2009
Metropia,Animation/Sci-Fi,2009
Clubbed,Action/Crime,2008
Grace,Drama/Horror,2009
"Haunted World Of El Superbeasto, The",Action/Animation,2009
Trick 'R Treat,Comedy/Horror,2007
"Hills Run Red, The",Horror,2009
Whip It,Comedy/Drama,2009
"Invention Of Lying, The",Comedy,2009
Unmistaken Child,Documentary,2008
A-Haunting We Will Go,Comedy,1942
Surrogates,Action/Sci-Fi,2009
Next Day Air,Action/Comedy,2009
Zombieland,Action/Comedy,2009
Fame,Comedy/Drama,2009
"September Issue, The",Documentary,2009
Paris Trout,Drama,1991
Assassination Of A High School President,Comedy/Drama,2008
How To Be A Serial Killer,Comedy/Crime,2008
Abbott And Costello In Hollywood,Comedy,1945
Abbott And Costello In The Foreign Legion,Adventure/Comedy,1950
Sorority Row,Horror/Thriller,2009
Whiteout,Action/Crime,2009
"Education, An",Drama/Romance,2009
David And Lisa,Drama,1998
Abbott And Costello Meet Captain Kidd,Adventure/Comedy,1952
"Story Of Louis Pasteur, The",Drama,1935
"Killing Of John Lennon, The",Drama,2006
Werner Herzog Eats His Shoe,Documentary,1980
Capone,Crime/Drama,1975
Abbott And Costello Meet The Keystone Kops,Comedy,1955
Couples Retreat,Comedy/Romance,2009
All About Steve,Comedy,2009
Hiroshima,Comedy,2009
Gigante,Comedy/Drama,2009
Jab We Met,Comedy/Drama,2007
Fifty Dead Men Walking,Action/Drama,2008
"Docks Of New York, The",Crime/Drama,1928
Our Daily Bread,Drama/Romance,1934
Deadgirl,Horror,2008
Love Hina Spring Special,Animation/Comedy,2001
Cleopatra,Drama/Romance,1934
"Divorce Of Lady X, The",Comedy/Romance,1938
Bye-Bye Bin Laden,Animation/Comedy,2009
Gayniggers From Outer Space,Comedy/Sci-Fi,1992
"Windmill Movie, The",Documentary,2008
I Sell The Dead,Comedy/Horror,2008
Van Gogh,Drama,1991
"Shanghai Gesture, The",Drama/Film-Noir,1941
"Tales Of Hoffmann, The",Adventure/Fantasy,1951
"Wedding March, The",Drama/Romance,1928
Where The Wild Things Are,Adventure/Children,2009
Georg,Drama/Musical,2007
Chelsea Girls,Drama,1966
India Song,Drama/Fantasy,1975
Get Thrashed: The Story Of Thrash Metal,Documentary,2006
Aces High,Action/Drama,1976
Shoulder Arms,Comedy/War,1918
The Paris Express,Crime/Drama,1952
Reckless,Comedy/Drama,1984
Lost Angels,Drama,1989
Black Eagle,Action/Drama,1988
Legionnaire,Action/Adventure,1998
Beer Wars,Documentary,2009
Shorts,Children,2009
"New York, I Love You",Drama/Romance,2009
Law Abiding Citizen,Drama/Thriller,2009
"Flame And The Arrow, The",Action/Adventure,1950
"I, Monster",Horror/Sci-Fi,1971
Rich In Love,Drama,1993
Amelia,Drama,2009
"Stepfather, The",Horror/Thriller,2009
See You In The Morning,Drama/Romance,1989
Mary And Max,Animation/Comedy,2009
Spread,Drama/Romance,2009
"Tournament, The",Action,2009
"Boys Are Back, The",Comedy/Drama,2009
Cairo Time,Drama/Romance,2009
"7Th Dawn, The",Adventure/Drama,1964
There'S Always Tomorrow,Drama,1956
"Sound Barrier, The",Drama,1952
"Princess And The Pirate, The",Adventure/Comedy,1944
Afterschool,Drama,2008
Dragonquest,Fantasy,2009
"Dark Lurking, The",Action/Horror,2008
Up In The Air,Drama/Romance,2009
David Copperfield,Drama,2000
Expo: Magic Of The White City,Documentary,2005
H.H. Holmes: America'S First Serial Killer,Crime/Documentary,2004
Korczak,Drama/War,1990
You'Re Gonna Miss Me,Documentary,2005
Forever,Documentary,2006
Tormented,Comedy/Horror,2009
Monsters Vs Aliens: Mutant Pumpkins From Outer Space,Animation/Comedy,2009
"13Th Letter, The",Film-Noir,1951
23 Paces To Baker Street,Mystery/Thriller,1956
Ryan,Animation/Documentary,2004
Balance,Animation/Drama,1989
Is Anybody There?,Drama,2008
"Misérables, Les",Drama/Romance,1935
Vital Signs,Drama,1990
Saw Vi,Crime/Horror,2009
Michael Jackson'S This Is It,Documentary/Musical,2009
"Dangerous Woman, A",Drama/Romance,1993
Twilight Of The Ice Nymphs,Fantasy,1997
99 River Street,Action/Crime,1953
40 Guns To Apache Pass,Adventure/Romance,1967
Cirque Du Freak: The Vampire'S Assistant,Action/Adventure,2009
"Boondock Saints Ii: All Saints Day, The",Action/Crime,2009
Good Hair,Comedy/Documentary,2009
Black Dynamite,Action/Comedy,2009
Big Fan,Comedy/Crime,2009
Welcome To Dongmakgol,Comedy/Drama,2005
Salvage,Horror/Mystery,2006
Astro Boy,Action/Animation,2009
Fun Is Beautiful,Comedy,1980
Gentlemen Broncos,Comedy,2009
Fantastic Mr. Fox,Adventure/Animation,2009
Creation,Drama,2009
Between The Devil And The Deep Blue Sea,Drama,1995
Coco Chanel & Igor Stravinsky,Drama/Romance,2009
Top Dog,Action/Comedy,1995
"Pebble And The Penguin, The",Animation/Musical,1995
Mvp: Most Valuable Primate,Comedy,2000
Not Easily Broken,Drama/Romance,2009
Price Of Glory,Drama,2000
Plácido,Comedy,1961
"Amour Fou, L'",Drama,1969
Arsenal,Drama/War,1928
"Christmas Carol, A",Animation/Children,2009
"Lusty Men, The",Action/Drama,1952
"Hart Of London, The",Drama,1970
Fires Were Started,Documentary/Drama,1943
Battlestar Galactica: The Plan,Action/Adventure,2009
Hell'S Hinges,Romance/Western,1916
Michael Jackson: Life Of A Superstar,Documentary,2009
Murder By Contract,Crime/Drama,1958
"Private Lives Of Pippa Lee, The",Drama,2009
"Introduction To Physics, An",Adventure/Comedy,2009
Our Daily Bread,Documentary,2005
"Doctor Takes A Wife, The",Comedy,1940
"Night To Remember, A",Comedy/Mystery,1942
Last Stop For Paul,Comedy,2006
"Toll Of The Sea, The",Drama/Romance,1922
Partly Cloudy,Animation/Children,2009
"Chechahcos, The",Adventure/Drama,1924
Grey Gardens,Drama,2009
Goemon,Action/Drama,2009
2012,Action/Drama,2009
"Box, The",Drama/Horror,2009
Sunday,Drama/Romance,1997
"Fourth Kind, The",Horror/Mystery,2009
Precious,Drama,2009
Undercover Man,Crime/Drama,1949
Bad Lieutenant: Port Of Call New Orleans,Crime/Drama,2009
"Twilight Saga: New Moon, The",Drama/Fantasy,2009
Derailed,Action/Thriller,2002
"Messenger, The",Drama/Romance,2009
Keith,Drama/Romance,2008
Lemon Tree,Drama,2008
Ninja Assassin,Action/Crime,2009
Wake Of Death,Action/Adventure,2004
Second In Command,Action/Thriller,2006
Efectos Secundarios,Comedy,2006
"Plumm Summer, A",Adventure,2007
Wattstax,Documentary/Musical,1973
"Hard Corps, The",Action/Thriller,2006
Oxford Blues,Comedy/Drama,1984
"Film With Me In It, A",Comedy/Thriller,2008
"Last Remake Of Beau Geste, The",Adventure/Comedy,1977
Doomwatch,Mystery/Sci-Fi,1972
Until Death,Action/Drama,2007
"Patriot, The",Action/Thriller,1998
Ticker,Action/Crime,2001
Teenage Mutant Ninja Turtles: Turtles Forever,Action/Adventure,2009
Merry Madagascar,Animation,2009
Brothers,Drama/Thriller,2009
Summer Of The Monkeys,Children/Drama,1998
Garage,Drama,2007
"Billy Blazes, Esq.",Comedy/Western,1919
Home Movie,Horror/Thriller,2008
Sleep Dealer,Sci-Fi,2008
Before I Self Destruct,Drama,2009
Hoop Realities,Documentary,2007
Printed Rainbow,Adventure/Animation,2006
"Blind Side, The",Drama,2009
Zorn'S Lemma,Drama,1970
"Tom, Tom, The Piper'S Son",Drama,1969
Torrente 2: Misión Marbella,Action/Comedy,2001
Asylum,Horror/Thriller,2008
True Heart Susie,Drama/Romance,1919
"Région Centrale, La",Drama,1971
Anatahan,Drama/War,1953
Mickey'S Once Upon A Christmas,Animation/Comedy,1999
Shrink,Drama,2009
Old Dogs,Comedy,2009
Out Of Reach,Action/Drama,2004
Planet 51,Adventure/Animation,2009
Me And Orson Welles,Drama,2008
Objectified,Documentary,2009
Earthlings,Documentary,2006
Trucker,Drama,2008
"Single Man, A",Drama,2009
Kill Switch,Action/Crime,2008
Driven To Kill,Action/Crime,2009
"Lovely Bones, The",Crime/Drama,2009
Invictus,Drama,2009
Carla'S Song,Drama/Romance,1996
"Princess And The Frog, The",Animation/Children,2009
Everybody'S Fine,Drama,2009
Two Rode Together,Western,1961
Armored,Action/Drama,2009
Transylmania,Comedy/Horror,2009
Invaders From Mars,Horror/Sci-Fi,1986
Link,Horror/Thriller,1986
Doghouse,Comedy/Horror,2009
Recipes For Disaster,Documentary,2008
Munyurangabo,Drama,2007
"Art Of Travel, The",Adventure/Drama,2008
Cover-Up,Action/Thriller,1991
Pentathlon,Action/Drama,1994
Judex,Action/Crime,1963
Moonrise,Drama/Film-Noir,1948
"Peacekeeper, The",Action,1997
Flaming Creatures,Drama,1963
White Shadows In The South Seas,Drama/Romance,1928
Devil In The Flesh,Drama/Romance,1947
Did You Hear About The Morgans?,Comedy/Crime,2009
Snow White,Fantasy/Romance,1916
Dinosaurs: A Fun Filled Trip Back In Time,Animation/Children,1987
Donkey Xote,Animation,2007
Tango,Animation,1981
My Sister Eileen,Comedy,1942
She Wouldn'T Say Yes,Comedy/Romance,1945
Make The Yuletide Gay,Comedy/Romance,2009
Faith Like Potatoes,Drama,2006
How 2 Build A Rapper,Comedy,2008
Mum & Dad,Horror,2008
Nasty Old People,Drama,2009
Veronika Decides To Die,Drama/Romance,2009
Alice,Action/Adventure,2009
"Offence, The",Crime/Drama,1972
Avatar,Action/Adventure,2009
Nine,Drama/Musical,2009
Hard Luck,Crime/Drama,2006
It'S Complicated,Comedy/Romance,2009
Sherlock Holmes,Action/Crime,2009
Crazy Heart,Drama/Romance,2009
"Art Of War Ii: Betrayal, The",Action/Thriller,2008
"Last Station, The",Drama,2009
Alvin And The Chipmunks: The Squeakquel,Animation/Children,2009
Uncertainty,Action/Crime,2009
Guru,Drama/Romance,2007
Film Geek,Comedy,2005
"Fallen Sparrow, The",Film-Noir/Thriller,1943
Beyond A Reasonable Doubt,Drama/Mystery,2009
"Profit, The",Drama,2001
Looking For Eric,Comedy/Drama,2009
Trapeze,Drama,1956
There Was A Crooked Man...,Comedy/Western,1970
"Minion, The",Action/Fantasy,1998
Sweepers,Action/Adventure,1998
Lady Windermere'S Fan,Comedy/Drama,1925
Not Your Typical Bigfoot Movie,Documentary,2008
"Good Life, The",Comedy/Drama,2007
Out 1: Spectre,Comedy/Drama,1974
Moana,Documentary,1926
"Diary For Timothy, A",Documentary,1945
Bridge Of Dragons,Action/Romance,1999
Storm Catcher,Action/Thriller,1999
"H.M. Pulham, Esq.",Drama/Romance,1941
Clash Of The Wolves,Adventure/Romance,1925
Sorority Babes In The Slimeball Bowl-O-Rama,Comedy/Horror,1988
Pronto,Comedy/Crime,1997
Carriers,Drama/Horror,2009
Aaja Nachle,Comedy/Musical,2007
"Friends Of Eddie Coyle, The",Crime/Drama,1973
Rocker,Action/Crime,1972
Mayerling,Drama,1936
"Song Of Ceylon, The",Documentary,1934
Maskerade,Comedy/Romance,1934
Piter Fm,Comedy/Drama,2006
Pontypool,Horror/Thriller,2008
Playmobil: The Secret Of Pirate Island,Animation/Children,2009
Big Pun: The Legacy,Documentary,2008
Agent Red,Action,2000
"Girl In The Park, The",Drama,2007
Command Performance,Action/Drama,2009
Direct Contact,Action,2009
Land Of The Pharaohs,Drama,1955
Heart Of Midnight,Drama/Horror,1988
"Sun Also Rises, The",Drama,1957
Youth In Revolt,Comedy/Drama,2009
Daybreakers,Action/Drama,2010
"Age Of Stupid, The",Documentary,2009
Missionary Man,Action/Drama,2007
Diamond Dogs,Action/Adventure,2007
Twogether,Comedy/Drama,1994
Enid Is Sleeping,Comedy,1990
10 Mph,Documentary,2007
Leap Year,Comedy/Romance,2010
"Book Of Eli, The",Action/Adventure,2010
Tickets,Comedy/Drama,2005
Hickey And Boggs,Crime/Drama,1972
Mister Johnson,Drama,1990
"Guide For The Married Man, A",Comedy,1967
Dead Time: Kala,Crime/Fantasy,2007
"Thorn Birds, The",Drama/Romance,1983
Staten Island,Crime/Drama,2009
Princess,Action/Animation,2006
Collapse,Documentary,2009
Last Resort,Drama/Romance,2000
Mgs: Philanthropy,Action/Adventure,2009
My One And Only,Comedy/Drama,2009
"Maiden Heist, The",Comedy/Crime,2009
Hidden Agenda,Action/Mystery,2001
Detention,Action/Drama,2003
I Live My Life,Comedy/Romance,1935
"V.I.P.S, The",Drama,1963
One Shot,Documentary,2004
Louie Bluie,Documentary,1985
Ernest Goes To School,Children/Comedy,1994
Direct Action,Action/Crime,2004
"Defender, The",Action,2004
Mr. Warmth: The Don Rickles Project,Documentary,2007
Shooting War,Documentary,2000
Semper Fi,Action/Drama,2001
Gretchen The Greenhorn,Crime/Drama,1916
Blood: The Last Vampire,Action/Horror,2009
Liverpool,Drama,2008
Theodora Goes Wild,Comedy/Romance,1936
Macgyver: Lost Treasure Of Atlantis,Action/Adventure,1994
Pekka Ja Pätkä Suezilla,Comedy,1958
Horsemen,Crime/Drama,2009
Bart Got A Room,Comedy/Romance,2008
Jerichow,Drama,2008
"Last Of England, The",Drama,1988
"My Son, My Son, What Have Ye Done",Drama/Horror,2009
Soul Kitchen,Comedy,2009
Heat,Comedy/Drama,1972
Altiplano,Drama,2009
One Way Passage,Drama/Romance,1932
"House On Sorority Row, The",Horror/Mystery,1983
"27 Club, The",Drama,2008
Year Of The Comet,Action/Adventure,1992
"Concert, Le",Comedy/Drama,2009
Macheads,Documentary,2009
Welcome To Macintosh,Documentary,2008
"Other Man, The",Drama,2008
Wrong Turn At Tahoe,Action/Crime,2009
Ninja,Action/Crime,2009
Hellsing Ultimate Ova Series,Action/Animation,2006
"Long Day Closes, The",Drama,1992
The Baker'S Wife,Comedy/Drama,1938
Fighter,Action/Drama,2007
Love Story,Drama,1943
Kid Galahad,Crime/Drama,1937
Flock Of Dodos: The Evolution-Intelligent Design Circus,Documentary,2006
Hannah Takes The Stairs,Drama,2007
Meantime,Comedy/Drama,1984
Abigail'S Party,Drama,1977
Mega Shark Vs. Giant Octopus,Action/Horror,2009
Pokrajina St.2,Thriller,2008
Dr. Otto And The Riddle Of The Gloom Beam,Comedy,1986
"Rudolph, The Red-Nosed Reindeer",Adventure/Animation,1964
"Dennis The Menace Christmas, A",Comedy,2007
Nowhere Boy,Drama,2009
Note By Note: The Making Of Steinway L1037,Documentary,2007
Garbage Warrior,Documentary,2007
"Thaw, The",Horror/Sci-Fi,2009
Blood And Bone,Action/Drama,2009
Undisputed Ii: Last Man Standing,Action/Crime,2006
Motocrossed,Action/Children,2001
3 Idiots,Comedy/Drama,2009
Svampe,Adventure/Children,1990
Hum Tum,Comedy/Drama,2004
Genevieve,Comedy,1953
Sometimes A Great Notion,Action/Adventure,1970
The Escape,Comedy,1978
Running Mates,Comedy/Romance,1992
Legion,Action/Fantasy,2010
Air Force,Action/Drama,1943
Coquette,Drama,1929
Unconquered,Adventure/Drama,1947
Man Hunt,Crime/Drama,1941
Defenseless,Thriller,1991
Pyrates,Comedy/Romance,1991
"Fine Mess, A",Comedy,1986
Thomas Pynchon: A Journey Into The Mind Of P.,Documentary,2001
Beautiful,Drama/Thriller,2009
Stan Helsing,Comedy/Horror,2009
Forgiven,Drama,2007
Peter Pan,Children/Fantasy,1960
Cabiria,Adventure/Drama,1914
Virginia City,Action/Drama,1940
Together Again,Comedy,1944
If You Could Only Cook,Comedy/Romance,1935
Dante'S Inferno Animated,Action/Animation,2010
Shriek Of The Mutilated,Horror,1974
Four Eyed Monsters,Comedy/Drama,2005
Extraordinary Measures,Drama,2010
Too Many Husbands,Comedy/Romance,1940
Crime And Punishment,Drama,1935
More Than A Game,Documentary,2008
Falling Up,Comedy/Drama,2009
Zach Galifianakis: Live At The Purple Onion,Comedy/Documentary,2006
When In Rome,Comedy/Romance,2010
Edge Of Darkness,Drama/Thriller,2010
Ethan Mao,Drama/Thriller,2004
Charlie Chan In Shanghai,Comedy/Crime,1935
Triangle,Drama/Horror,2009
Rampage,Thriller,1987
"Ambulance, The",Thriller,1990
Cimarron,Drama/Western,1960
Dangerous,Drama,1935
I Never Sang For My Father,Drama,1970
I Love You Phillip Morris,Comedy/Drama,2009
Nobody,Comedy,2009
"Donner Party, The",Drama/Western,2009
Mistress,Comedy,1992
Extreme Justice,Action/Thriller,1993
Vivacious Lady,Comedy/Romance,1938
Escape From Suburbia: Beyond The American Dream,Documentary,2007
Dead Ahead: The Exxon Valdez Disaster,Drama,1992
Temple Grandin,Drama,2010
Desirée,Drama/Romance,1954
Thank God It'S Friday,Comedy/Musical,1978
"Captain Newman, M.D.",Comedy/Drama,1963
Serious Moonlight,Comedy/Crime,2009
"House Of The Devil, The",Horror/Thriller,2009
Black Legion,Crime/Drama,1937
"Hero: Love Story Of A Spy, The",Action/Adventure,2003
Lucky: No Time For Love,Action/Adventure,2005
Fish Tank,Drama,2009
Mohabbatein,Drama/Musical,2000
Absurdistan,Comedy/Romance,2008
Takva: A Man'S Fear Of God,Drama,2006
Body Bags,Comedy/Horror,1993
"Hound Of The Baskervilles, The",Crime/Mystery,2000
"Royal Scandal, The",Crime/Mystery,2001
Valentine'S Day,Comedy/Romance,2010
"Wolfman, The",Horror/Thriller,2010
Babysitter Wanted,Horror/Thriller,2008
Shutter Island,Drama/Mystery,2010
"Sign Of Four, The",Crime/Mystery,2001
"Case Of The Whitechapel Vampire, The",Crime/Mystery,2002
Yellow,Comedy/Drama,1998
"Other End Of The Line, The",Comedy/Romance,2008
Bitch Slap,Action/Comedy,2009
$9.99,Animation,2008
Ondine,Drama/Fantasy,2009
1066,Action/Adventure,2009
"Steam Experiment, The",Drama/Thriller,2009
Persuasion,Drama/Romance,2007
Steal This Film,Documentary,2006
Percy Jackson & The Olympians: The Lightning Thief,Adventure/Fantasy,2010
Cop Out,Action/Comedy,2010
Mademoiselle,Drama,1966
Trailer Park Boys: Countdown To Liquor Day,Comedy/Crime,2009
"Ghost Writer, The",Drama/Mystery,2010
Darling Lili,Drama/War,1970
"Secret Of Kells, The",Animation/Fantasy,2009
"Vicious Kind, The",Comedy/Drama,2009
"Secret Of Santa Vittoria, The",Comedy/Drama,1969
"Spy Next Door, The",Action/Children,2010
I Hope They Serve Beer In Hell,Comedy,2009
Caged,Crime/Drama,1950
"House On 92Nd Street, The",Drama/Film-Noir,1945
Blood Done Sign My Name,Drama,2010
Mysterious Island,Action/Adventure,2005
Dare,Drama,2009
Agora,Adventure/Drama,2009
Tom Thumb,Children/Fantasy,1958
Singh Is Kinng,Action/Comedy,2008
Motherhood,Comedy,2009
Shades Of Ray,Comedy/Drama,2008
High Life,Comedy/Crime,2009
Rockaway,Action/Crime,2007
Fast Lane,Action/Drama,2009
"Yes Men Fix The World, The",Documentary,2009
Pekka Ja Pätkä Puistotäteinä,Comedy,1955
Mike Bassett: England Manager,Comedy,2001
"Crazies, The",Action/Drama,2010
Dear John,Drama/Romance,2010
Last Train Home,Documentary/Drama,2009
Tooth Fairy,Comedy/Fantasy,2010
Of Time And The City,Documentary,2008
Eden Log,Horror/Mystery,2007
Isolation,Horror/Thriller,2005
Under The Bombs,Drama/War,2007
[Rec]²,Horror/Thriller,2009
Cabin Fever 2: Spring Fever,Horror/Thriller,2009
"Room, The",Comedy/Drama,2003
Killer Bean 2: The Party,Action/Animation,2000
Asfalttilampaat,Drama,1968
My Name Is Khan,Drama/Romance,2010
Alice In Wonderland,Adventure/Fantasy,2010
Green Zone,Action/Drama,2010
"Call Of The Wild, The",Action/Adventure,1935
44 Inch Chest,Crime/Drama,2009
"Fall Of The Roman Empire, The",Drama,1964
Ajami,Crime/Drama,2009
From Paris With Love,Action/Crime,2010
Strategic Air Command,Action/Drama,1955
The Boy Friend,Comedy/Musical,1971
Road Trip: Beer Pong,Comedy,2009
Dorian Gray,Drama/Horror,2009
